Aggregate Dataset,Released:,,20210218,Nursing Homes,,,,,,,,,,,,,Assisted Living,,,,,,,,,,,,,Uncategorized Long Term Care Facilities,,,,,,,,,,,,,Other Care Facilities,,,,,,,,,,,,
Date,State,,Data Type,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak
20201105,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20201105,IA,,Aggregate,4102,,,,,,,,1245,,873,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3815,,309,,229,,,,,,,,,,,,,
20201105,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34278,,5127,,1012,,,,,,,,,,,,,
20201105,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,131",,2325,,5969,,,,,,,,658,,,,,,,,,,,,,
20201105,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,536",,525,,307,,,,,,,,,,,,,
20201105,KY,,Aggregate,6249,,874,,4334,,5,,,,,,259,113,,16,,153,,,,,,,,61,,,,,,,,,,,,,,285,,18,,193,,1,,,,,,43
20201105,LA,,Aggregate,10651,,2128,,6612,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,,149,,,,,,,,,,191
20201105,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25838,,6464,391,,,,,,,,,,,,,
20201105,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16679,,2187,,227
20201105,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,89,,289,,,,,,,,27,,,,,,,,,,,,,
20201105,MI,,Aggregate,9390,,2218,,5702,,22,,,,,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,725,,290,,534,,2,,,,,,181
20201105,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6999,,1777,,4926,,,,,,,,849,,,,,,,,,,,,,
20201105,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,,525,,,,,,,,,,630,,,,,,,,,,,,,
20201105,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,MS,,Aggregate,,,,,,,,,,,,,146,,,,,,,,,,,,,9,6969,,1342,,,,,,,,,,203,,,,,,,,,,,,,35
20201105,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,942,,69,,99,,,,,,,,,1079,,79,,64,,,,,,,,,,,,,
20201105,NC,,Aggregate,,,,,,,,,15198,,1785,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5823,,478,,119
20201105,ND,,Aggregate,1122,,,,1772,,,,,,,,76,509,,,,474,,,,,,,,56,,,,,,,,,,,342,,,87,,,,139,,,,,,,,25
20201105,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1774,,,,1832,,,,,,238,,312,,,,,,,,,,,,,
20201105,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765,,397,,,,,,,,,,,,,,,
20201105,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,25721,,6859,,14278,,121,,,,,,840,,,,,,,,,,,,,
20201105,NM,,Aggregate,,,,,,,,,,,,,52,,,,,,,,,,,,,32,1541,,328,,1219,,4,,,,,,,,,,,,,,,,,,,2
20201105,NV,,Aggregate,1528,,249,,1090,,6,,,,,,55,526,,107,,310,,2,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,NY,,Aggregate,,,,,,,,,,,3775,2783,414,,,,,,,,,,,127,52,61,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,OH,,Aggregate,14998,,,,9205,,,,,,,,864,1791,,,,1441,,,,,,,,316,,,2975,,,,,,,,,,,447,,,,429,,,,,,,,87
20201105,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,,487,,2074,,4,,,,,,371,,,,,,,,,,,,,
20201105,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3387,,389,,236
20201105,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,26902,,,,5785,,,,,,5860,,1100,,,,,,,,,,,,,
20201105,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,89,,71,,,,,,,,,,,,,,,,,,,,,
20201105,RI,,Aggregate,,,,,,,,,,,,,,305,,75,,,,,,,,,,17,3200,,855,,,,,,,,,,63,,,,,,,,,,,,,
20201105,SC,,Aggregate,5350,,1186,,2567,,14,,,,,,179,1257,,272,,712,,5,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,,247,,780,,,,,,,,186,,,,,,,,,,,,,
20201105,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6986,,943,,6043,,,,,,,,481,,,,,,,,,,,,,
20201105,TX,,Aggregate,37369,,4722,,,,,,,,,,1160,3525,,627,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,,254,,2293,,,,,,,,133,,,,,,,,,,,,,
20201105,VA,,Aggregate,,,,,,,,,7342,,1043,,180,,,,,,,,,2294,,278,,143,,,,,,,,,"1,248",,150,,116,,,,,,,,,2094,,338,,64
20201105,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201105,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,32,,68,,0,,,,,,12,,,,,,,,,,,,,
20201105,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,478",,"1,308",,706,,,,,,,,,,,,,
20201105,WI,,Aggregate,,,,,,,,,,,,,506,,,,,,,,,,,,,,3216,,629,,,,,,,,,,783,,,,,,,,,,,,,
20201105,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,,,,1060,,,,,,201,,106,,,,,,,,,,,,,
20201105,WY,,Aggregate,186,,16,,90,,,,,,,,15,44,1,2,,22,,,,,,,,6,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20201112,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,26,,,,,,,,,,,,,,,,,,,,,
20201112,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6940,,1089,,3563,,,,,,,,,,,,,,,,,,,,,
20201112,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,5588,,890,,3983,,3,,,,,,280,,,,,,,,,,,,,
20201112,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,412,5305,,1511,,3275,,11,,,,,,219,,,,,,,,,,,,,
20201112,CA,,Aggregate,28450,,4793,,22035,,154,,,,,,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11588,,1212,,412
20201112,CO,,Aggregate,2798,552,607,127,1849,672,6,0,,,,,138,1025,120,227,18,622,182,0,0,,,,,108,,,,,,,,,,,,,,488,86,165,19,304,190,2,0,,,,,35
20201112,CT,,Aggregate,9561,,2979,,978,,3,,,,,,212,1198,,397,,341,,0,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,DC,,Aggregate,732,,163,,431,,7,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,568",,422,,461,,1,,,,,,38,,,,,,,,,,,,,
20201112,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52743,,6929,,1136,,,,,,,,,,,,,
20201112,GA,,Aggregate,14774,,2433,,7454,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,624",,329,,1276,,,,,,,,299
20201112,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20201112,IA,,Aggregate,4102,,,,,,,,1245,,920,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119,,322,,240,,,,,,,,,,,,,
20201112,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36210,,5253,,1074,,,,,,,,,,,,,
20201112,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,11884,,2468,,6575,,,,,,,,670,,,,,,,,,,,,,
20201112,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5160,,563,,350,,,,,,,,,,,,,
20201112,KY,,Aggregate,6787,,929,,4716,,5,,,,,,262,141,,16,,184,,0,,,,,,64,,,,,,,,,,,,,,289,,18,,204,,1,,,,,,43
20201112,LA,,Aggregate,11018,,2172,,6893,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,1332,,151,,,,,,,,,,192
20201112,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26143,,6538,392,,,,,,,,,,,,,
20201112,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17191,,2221,,227
20201112,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,95,,343,,,,,,,,31,,,,,,,,,,,,,
20201112,MI,,Aggregate,9977,,2304,,6283,,24,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,1106,,400,,914,,11,,,,,,187
20201112,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,7979,,1921,,6084,,,,,,,,849,,,,,,,,,,,,,
20201112,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,,525,,,,,,,,,,630,,,,,,,,,,,,,
20201112,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,MS,,Aggregate,,,,,,,,,,,,,146,,,,,,,,,,,,,9,7108,,1365,,,,,,,,,,203,,,,,,,,,,,,,35
20201112,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,942,,69,,99,,,,,,,,,1079,,79,,64,,,,,,,,,,,,,
20201112,NC,,Aggregate,,,,,,,,,15839,,1843,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6059,,490,,119
20201112,ND,,Aggregate,1122,,,,1772,,,,,,,,76,509,,,,474,,,,,,,,56,,,,,,,,,,,409,,,87,,,,139,,,,,,,,25
20201112,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,,,,2181,,,,,,256,,320,,,,,,,,,,,,,
20201112,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973,,406,,,,,,,,,,,,,,,
20201112,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,920",,6875,,"14,536",,122,,,,,,880,,,,,,,,,,,,,
20201112,NM,,Aggregate,,,,,,,,,,,,,55,,,,,,,,,,,,,48,1858,,352,,1495,,4,,,,,,,,,,,,,,,,,,,2
20201112,NV,,Aggregate,1552,,250,,1148,,6,,,,,,56,593,,110,,341,,2,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,NY,,Aggregate,,,,,,,,,,,3825,2783,415,,,,,,,,,,,127,52,61,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,OH,,Aggregate,16375,,,,10206,,,,,,,,892,2211,,,,1656,,,,,,,,347,,,3056,,,,,,,,,,,495,,,,491,,,,,,,,87
20201112,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3796,,516,,2210,,4,,,,,,383,,,,,,,,,,,,,
20201112,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,,408,,242
20201112,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,28576,,,,5972,,,,,,5999,,1132,,,,,,,,,,,,,
20201112,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,95,,73,,,,,,,,,,,,,,,,,,,,,
20201112,RI,,Aggregate,,,,,,,,,,,,,,315,,75,,,,,,,,,,18,3365,,870,,,,,,,,,,63,,,,,,,,,,,,,
20201112,SC,,Aggregate,5436,,1200,,2659,,14,,,,,,179,1302,,278,,732,,5,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,,281,,817,,,,,,,,191,,,,,,,,,,,,,
20201112,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,7463,,1023,,6459,,,,,,,,487,,,,,,,,,,,,,
20201112,TX,,Aggregate,39272,,4909,,,,,,,,,,1174,3862,,678,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2446,,269,,2587,,,,,,,,139,,,,,,,,,,,,,
20201112,VA,,Aggregate,,,,,,,,,7714,,1070,,188,,,,,,,,,2333,,278,,148,,,,,,,,,1269,,139,,121,,,,,,,,,2134,,340,,65
20201112,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201112,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,32,,68,,0,,,,,,12,,,,,,,,,,,,,
20201112,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8787,0,1354,,706,,,,,,,,,,,,,
20201112,WI,,Aggregate,,,,,,,,,,,,,530,,,,,,,,,,,,,,3595,,699,,,,,,,,,,870,,,,,,,,,,,,,
20201112,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,,,,1060,,,,,,201,,107,,,,,,,,,,,,,
20201112,WY,,Aggregate,407,,52,,302,,,,,,,,18,65,1,4,,44,,,,,,,,8,,,,,,,,,,,,,,16,,,,28,,,,,,,,2
20201119,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,26,,,,,,,,,,,,,,,,,,,,,
20201119,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,7173,,1144,,3705,,,,,,,,,,,,,,,,,,,,,
20201119,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6327,,961,,4506,,3,,,,,,283,,,,,,,,,,,,,
20201119,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,432,5481,,1536,,3410,,12,,,,,,227,,,,,,,,,,,,,
20201119,CA,,Aggregate,29403,,4861,,22963,,155,,,,,,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12376,,1251,,437
20201119,CO,,Aggregate,3142,568,647,127,2151,707,8,0,,,,,163,1140,130,241,18,722,189,0,0,,,,,124,,,,,,,,,,,,,,537,79,166,18,328,184,2,0,,,,,39
20201119,CT,,Aggregate,9876,,3018,,1240,,3,,,,,,212,1257,,396,,406,,0,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,DC,,Aggregate,734,,163,,446,,7,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1584,,423,,461,,1,,,,,,39,,,,,,,,,,,,,
20201119,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54176,,7065,,1148,,,,,,,,,,,,,
20201119,GA,,Aggregate,15103,,2485,,7662,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,1794,,341,,1358,,,,,,,,307
20201119,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20201119,IA,,Aggregate,4102,,,,,,,,1245,,972,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592,,346,,248,,,,,,,,,,,,,
20201119,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39686,,5493,,1139,,,,,,,,,,,,,
20201119,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,13036,,2573,,7520,,,,,,,,687,,,,,,,,,,,,,
20201119,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647,,614,,373,,,,,,,,,,,,,
20201119,KY,,Aggregate,8058,,1069,,5701,,5,,,,,,268,196,,22,,234,,0,,,,,,73,,,,,,,,,,,,,,322,,28,,239,,1,,,,,,47
20201119,LA,,Aggregate,11210,,2185,,7096,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,,151,,,,,,,,,,193
20201119,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26691,,6645,398,,,,,,,,,,,,,
20201119,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18203,,2237,,227
20201119,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,95,,343,,,,,,,,31,,,,,,,,,,,,,
20201119,MI,,Aggregate,10672,,2392,,7090,,24,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,,459,,1131,,11,,,,,,207
20201119,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,9273,,2117,,6084,,,,,,,,906,,,,,,,,,,,,,
20201119,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,,525,,,,,,,,,,630,,,,,,,,,,,,,
20201119,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,MS,,Aggregate,,,,,,,,,,,,,146,,,,,,,,,,,,,9,"7,256",,1389,,,,,,,,,,203,,,,,,,,,,,,,35
20201119,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,1120,,65,,108,,,,,,,,,1822,,131,,70,,,,,,,,,,,,,
20201119,NC,,Aggregate,,,,,,,,,16624,,1915,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6354,,511,,124
20201119,ND,,Aggregate,1897,,,,2816,,,,,,,,76,904,,,,829,,,,,,,,62,,,,,,,,,,,466,,,144,,,,201,,,,,,,,27
20201119,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,,,,3188,,3,,,,434,,358,,,,,,,,,,,,,
20201119,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214,,414,,,,,,,,,,,,,,,
20201119,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,26285,,6897,,15029,,121,,,,,,948,,,,,,,,,,,,,
20201119,NM,,Aggregate,,,,,,,,,,,,,57,,,,,,,,,,,,,48,2179,,370,,1785,,4,,,,,,,,,,,,,,,,,,,2
20201119,NV,,Aggregate,"1,784",,258,,1250,,6,,,,,,57,623,,112,,375,,2,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,NY,,Aggregate,,,,,,,,,,,3879,2783,421,,,,,,,,,,,127,52,61,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,OH,,Aggregate,17958,,,,11578,,,,,,,,898,2527,,,,1948,,,,,,,,362,,,3154,,,,,,,,,,,590,,,,597,,,,,,,,92
20201119,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3942,,535,,2326,,4,,,,,,385,,,,,,,,,,,,,
20201119,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,426,,279
20201119,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,30786,,,,6265,,,,,,6169,,1184,,,,,,,,,,,,,
20201119,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,108,,73,,,,,,,,,,,,,,,,,,,,,
20201119,RI,,Aggregate,,,,,,,,,,,,,,340,,75,,,,,,,,,,22,3540,,885,,,,,,,,,,67,,,,,,,,,,,,,
20201119,SC,,Aggregate,5527,,1229,,2765,,14,,,,,,180,1345,,282,,776,,5,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,530",,281,,817,,,,,,,,191,,,,,,,,,,,,,
20201119,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,186",,1119,,7141,,,,,,,,503,,,,,,,,,,,,,
20201119,TX,,Aggregate,41920,,5110,,,,,,,,,,1183,4246,,720,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2689,,287,,2825,,,,,,,,160,,,,,,,,,,,,,
20201119,VA,,Aggregate,,,,,,,,,8260,,1099,,203,,,,,,,,,2436,,282,,153,,,,,,,,,1544,,164,,121,,,,,,,,,2152,,345,,65
20201119,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201119,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,33,,9,,,,,,,,,,,,,
20201119,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9257,0,1389,,1092,,,,,,,,,,,,,
20201119,WI,,Aggregate,,,,,,,,,,,,,550,,,,,,,,,,,,,,4139,,779,,,,,,,,,,955,,,,,,,,,,,,,
20201119,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1533,,,,1257,,,,,,234,,109,,,,,,,,,,,,,
20201119,WY,,Aggregate,457,,53,,366,,,,,,,,20,77,1,4,,54,,,,,,,,9,,,,,,,,,,,,,,12,,,,15,,,,,,,,1
20201126,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,3,,42,,,,,,,,4,,,,,,,,,,,,,
20201126,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,7341,,1144,,3768,,,,,,,,,,,,,,,,,,,,,
20201126,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6961,,1078,,5033,,4,,,,,,285,,,,,,,,,,,,,
20201126,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201126,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,444,5650,,1555,,3582,,12,,,,,,230,,,,,,,,,,,,,
20201126,CA,,Aggregate,30842,,4970,,24356,,156,,,,,,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13371,,1296,,460
20201126,CO,,Aggregate,3501,633,693,131,2453,712,6,0,,,,,182,1435,136,264,18,943,188,0,1,,,,,144,,,,,,,,,,,,,,570,81,166,18,361,195,2,0,,,,,43
20201126,CT,,Aggregate,9876,,3018,,1240,,3,,,,,,212,1257,,396,,406,,0,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,
20201126,DC,,Aggregate,744,,163,,513,,6,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201126,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1622,,430,,461,,1,,,,,,39,,,,,,,,,,,,,
20201126,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55636,,7188,,1148,,,,,,,,,,,,,
20201126,GA,,Aggregate,15301,,2515,,7840,,,,,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,,362,,1459,,,,,,,,308
20201126,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201126,HI,,Aggregate,45,,24,,31,,,,,,1,,18,1,,,,1,,,,4,,0,,5,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20201126,IA,,Aggregate,4102,,,,,,,,1245,,1024,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201126,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138,,376,,262,,,,,,,,,,,,,
20201126,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43222,,5780,,1221,,,,,,,,,,,,,
20201126,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,14261,,2744,,8494,,,,,,,,704,,,,,,,,,,,,,
20201126,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6656,,684,,373,,,,,,,,,,,,,
20201126,KY,,Aggregate,8711,,1133,,6244,,6,,,,,,268,237,,24,,274,,0,,,,,,74,,,,,,,,,,,,,,357,,30,,260,,1,,,,,,46
20201126,LA,,Aggregate,11377,,2228,,7326,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,1428,,153,,,,,,,,,,196
20201126,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26991,,6697,400,,,,,,,,,,,,,
20201126,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,,2284,,230
20201126,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,753,,111,,481,,,,,,,,41,,,,,,,,,,,,,
